director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,movie_facebook_likes
unknown,79,25517500,Comedy,Rob McElhenney,It's Always Sunny in Philadelphia             ,133415,151,English,20000000.0,2009,8.8,0
Richard Attenborough,56,50800000,Drama|History|War,Ryan O'Neal,A Bridge Too Far ,40277,210,English,26000000.0,1977,7.4,0
Wes Craven,224,57859105,Mystery|Thriller,Robert Pine,Red Eye ,94108,673,English,26000000.0,2005,6.5,0
David R. Ellis,175,46455802,Horror|Thriller,Sarah Carter,Final Destination 2 ,120786,472,English,26000000.0,2003,6.2,0
Joel Coen,197,45506619,Adventure|Comedy|Crime|Music,Holly Hunter,"O Brother, Where Art Thou? ",225102,862,English,26000000.0,2000,7.8,16000
Scott Stewart,226,40168080,Action|Fantasy|Horror,Dennis Quaid,Legion ,80870,315,English,26000000.0,2010,5.2,0
Michael Bay,335,49874933,Comedy|Crime|Drama,Dwayne Johnson,Pain & Gain ,161168,287,English,26000000.0,2013,6.5,43000
Paul Weitz,157,45489752,Comedy|Drama|Romance,Scarlett Johansson,In Good Company ,48973,214,English,26000000.0,2004,6.5,736
Jonathan Frakes,69,36985501,Action|Adventure|Comedy|Sci-Fi|Thriller,Michael Biehn,Clockstoppers ,11212,94,English,26000000.0,2002,5.2,874
Lawrence Kasdan,46,33200000,Action|Crime|Drama|Western,Scott Glenn,Silverado ,28247,149,English,26000000.0,1985,7.2,0
Jim Sheridan,217,28501651,Drama|Thriller,Natalie Portman,Brothers ,88035,201,English,26000000.0,2009,7.1,10000
Kevin Allen,55,23222861,Action|Adventure|Comedy|Family|Romance|Sci-Fi,Daniel Roebuck,Agent Cody Banks 2: Destination London ,11092,44,English,26000000.0,2004,4.5,167
Garry Marshall,200,54540525,Comedy|Romance,Robert De Niro,New Year's Eve ,66579,134,English,56000000.0,2011,5.7,20000
Michael Cristofer,93,16252765,Drama|Mystery|Romance|Thriller,Angelina Jolie Pitt,Original Sin ,44913,181,English,42000000.0,2001,6.0,3000
James McTeigue,265,16005978,Crime|Mystery|Thriller,Pam Ferris,The Raven ,72886,190,English,26000000.0,2012,6.4,35000
Donald Petrie,82,14469428,Comedy|Romance,Rip Torn,Welcome to Mooseport ,10667,95,English,26000000.0,2004,5.2,260
Andrew Morahan,32,13829734,Action|Fantasy|Romance|Sci-Fi,Christopher Lambert,Highlander: The Final Dimension ,16194,79,English,26000000.0,1994,4.3,319
Bob Rafelson,42,1075288,Crime|Drama|Thriller,Harold Perrineau,Blood and Wine ,7772,55,English,22000000.0,1996,6.1,145
Michael Cohn,22,25517500,Fantasy|Horror,David Conrad,Snow White: A Tale of Terror ,8118,69,English,26000000.0,1997,6.3,0
Woody Allen,116,7496522,Comedy|Crime|Mystery|Romance,Woody Allen,The Curse of the Jade Scorpion ,31798,178,English,26000000.0,2001,6.8,826
David O. Russell,56,25517500,Comedy|Romance,Jake Gyllenhaal,Accidental Love ,5006,28,English,26000000.0,2015,4.0,0
Alan Shapiro,23,20047715,Adventure|Family,Paul Hogan,Flipper ,8008,26,English,25530000.0,1996,5.2,504
Tarsem Singh,178,12276810,Action|Mystery|Sci-Fi|Thriller,Ryan Reynolds,Self/less ,57674,126,English,26000000.0,2015,6.5,11000
Fernando Meirelles,226,33565375,Drama|Mystery|Romance|Thriller,Archie Panjabi,The Constant Gardener ,111351,568,English,15000000.0,2005,7.5,0
Mel Gibson,406,499263,Drama,Christo Jivkov,The Passion of the Christ ,179235,2814,Aramaic,30000000.0,2004,7.1,13000
Chris Columbus,57,219200000,Comedy|Drama|Family|Romance,Robin Williams,Mrs. Doubtfire ,181380,223,English,25000000.0,1993,6.9,0
Barry Levinson,100,172825435,Drama,Tom Cruise,Rain Man ,383784,331,English,25000000.0,1988,8.0,12000
Clint Eastwood,366,148085755,Drama,Clint Eastwood,Gran Torino ,561773,871,English,33000000.0,2008,8.2,28000
Oliver Stone,242,25517500,Biography|Drama|History,Toby Jones,W. ,40941,320,English,25100000.0,2008,6.4,0
Pierre Morel,309,145000989,Action|Thriller,Liam Neeson,Taken ,483756,974,English,25000000.0,2008,7.9,29000
Michael Hoffman,85,26761283,Drama|Romance,Luke Bracey,The Best of Me ,43084,99,English,26000000.0,2014,6.7,19000
Mick Jackson,48,121945720,Action|Drama|Music|Romance,Bill Cobbs,The Bodyguard ,89972,126,English,25000000.0,1992,6.1,0
Steven Spielberg,174,96067179,Biography|Drama|History,Liam Neeson,Schindler's List ,865020,1273,English,22000000.0,1993,8.9,41000
Tate Taylor,373,169705587,Drama,Emma Stone,The Help ,318955,460,English,25000000.0,2011,8.1,75000
Bill Condon,224,3254172,Biography|Drama|Thriller,Benedict Cumberbatch,The Fifth Estate ,29282,105,English,28000000.0,2013,6.2,11000
Oleg Stepchenko,25,25517500,Adventure|Fantasy|Mystery|Thriller,Jason Flemyng,Viy ,3170,18,Russian,26000000.0,2014,5.4,0
Ronny Yu,273,82163317,Action|Horror|Thriller,Katharine Isabelle,Freddy vs. Jason ,89101,885,English,30000000.0,2003,5.8,3000
Michael Winterbottom,78,25517500,Drama,Cara Delevingne,The Face of an Angel ,2863,25,English,20000000.0,2014,4.7,488
John A. Davis,66,80920948,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Martin Short,Jimmy Neutron: Boy Genius ,23943,118,English,30000000.0,2001,6.0,425
Matt Reeves,459,80034302,Action|Adventure|Horror|Sci-Fi,Mike Vogel,Cloverfield ,296787,2192,English,25000000.0,2008,7.0,0
Michael Pressman,68,78656813,Action|Adventure|Comedy|Family|Sci-Fi,Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,42765,93,English,25000000.0,1991,6.0,0
Brian De Palma,123,76270454,Crime|Drama|Thriller,Robert De Niro,The Untouchables ,219008,418,English,25000000.0,1987,7.9,0
Ethan Coen,488,74273505,Crime|Drama|Thriller,Kelly Macdonald,No Country for Old Men ,612060,1518,English,25000000.0,2007,8.1,21000
Tim Story,146,134141530,Action|Comedy|Crime|Romance,Bruce McGill,Ride Along ,75903,109,English,25000000.0,2014,6.2,0
Sharon Maguire,168,71500556,Comedy|Drama|Romance,Colin Firth,Bridget Jones's Diary ,171568,571,English,26000000.0,2001,6.7,0
Lasse Hallström,152,71309760,Drama|Romance,Lena Olin,Chocolat ,150308,498,English,25000000.0,2000,7.3,18000
Charles Herman-Wurmfeld,133,89808372,Comedy,Mary Lynn Rajskub,"Legally Blonde 2: Red, White & Blonde ",46417,297,English,45000000.0,2003,4.6,660
Andy Fickman,139,77264926,Comedy|Family,Bailee Madison,Parental Guidance ,21176,107,English,25000000.0,2012,6.1,0
Ivan Reitman,245,70625986,Comedy|Romance,Natalie Portman,No Strings Attached ,168717,178,English,25000000.0,2011,6.2,24000
George P. Cosmatos,84,56505065,Action|Biography|Drama|History|Romance|Western,Michael Biehn,Tombstone ,95241,439,English,25000000.0,1993,7.8,11000
Andrzej Bartkowiak,70,55973336,Action|Crime|Thriller,Jet Li,Romeo Must Die ,57040,365,English,25000000.0,2000,6.1,0
Richard Donner,154,25517500,Fantasy|Horror|Mystery,Lee Remick,The Omen ,80958,310,English,2800000.0,1976,7.6,7000
James Wong,216,54098051,Horror,Chelan Simmons,Final Destination 3 ,102861,571,English,25000000.0,2006,5.8,0
Scott Hicks,170,60443237,Drama|Romance,Blythe Danner,The Lucky One ,76882,106,English,25000000.0,2012,6.5,29000
Gabor Csupo,181,82234139,Adventure|Drama|Family|Fantasy,Josh Hutcherson,Bridge to Terabithia ,110390,522,English,17000000.0,2007,7.2,6000
Marc Forster,226,51676606,Biography|Drama|Family,Johnny Depp,Finding Neverland ,174591,632,English,25000000.0,2004,7.8,0
Tyler Perry,24,52528330,Comedy|Drama,Alicia Witt,A Madea Christmas ,4265,27,English,25000000.0,2013,4.7,0
Joe Carnahan,408,51533608,Action|Adventure|Drama|Thriller,Liam Neeson,The Grey ,203111,755,English,25000000.0,2011,6.8,32000
John Polson,180,51097664,Drama|Horror|Mystery|Thriller,Robert De Niro,Hide and Seek ,70205,450,English,30000000.0,2005,5.9,0
Adam McKay,181,84136909,Comedy,Darcy Donavan,Anchorman: The Legend of Ron Burgundy ,267921,577,English,26000000.0,2004,7.2,0
Martin Scorsese,192,46836394,Biography|Crime|Drama,Robert De Niro,Goodfellas ,728685,989,English,25000000.0,1990,8.7,25000
Harald Zwart,79,47285499,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Daniel Roebuck,Agent Cody Banks ,26755,104,English,26000000.0,2003,5.0,542
Kirk Jones,128,47124400,Comedy|Family|Fantasy,Colin Firth,Nanny McPhee ,49676,181,English,25000000.0,2005,6.6,0
Brian De Palma,147,44700000,Crime|Drama,Al Pacino,Scarface ,537442,851,English,25000000.0,1983,8.3,19000
Steve Oedekerk,49,44455658,Action|Adventure|Comedy|Crime,Kelly Preston,Nothing to Lose ,36253,92,English,25000000.0,1997,6.7,0
Bernardo Bertolucci,75,43984230,Biography|Drama|History,Cary-Hiroyuki Tagawa,The Last Emperor ,70274,133,English,23000000.0,1987,7.8,0
Baltasar Kormákur,270,66489425,Action|Crime|Drama|Thriller,J.K. Simmons,Contraband ,101977,161,English,25000000.0,2012,6.5,0
Brett Ratner,29,41067398,Action|Comedy|Crime|Thriller,Heather Locklear,Money Talks ,22748,41,English,25000000.0,1997,6.1,666
Paul Thomas Anderson,398,40218903,Drama,Jim Meskimen,There Will Be Blood ,372990,1107,English,25000000.0,2007,8.1,16000
Cathy Malkasian,38,39880476,Adventure|Animation|Comedy|Family|Fantasy,Alfre Woodard,The Wild Thornberrys Movie ,12218,33,English,25000000.0,2002,5.2,187
John Eng,45,39399750,Adventure|Animation|Comedy|Family|Fantasy|Musical,Elizabeth Daily,Rugrats Go Wild ,5674,35,English,25000000.0,2003,5.6,329
Malcolm D. Lee,81,38230435,Action|Comedy,Dave Chappelle,Undercover Brother ,29661,179,English,25000000.0,2002,5.8,0
Ken Kwapis,88,39008741,Comedy|Drama|Family|Romance,Mike Vogel,The Sisterhood of the Traveling Pants ,44838,223,English,25000000.0,2005,6.6,0
Chris Nahon,116,36833473,Action|Crime|Drama|Thriller,Jet Li,Kiss of the Dragon ,53126,254,English,25000000.0,2001,6.6,0
Fred Wolf,129,48237389,Comedy|Romance,Emma Stone,The House Bunny ,63969,126,English,25000000.0,2008,5.5,0
Bille Woodruff,72,36310118,Comedy,Alfre Woodard,Beauty Shop ,13194,59,English,20000000.0,2005,5.5,671
Craig Gillespie,151,36447959,Biography|Drama|Sport,Jon Hamm,Million Dollar Arm ,35833,96,English,25000000.0,2014,7.0,10000
Phillip Noyce,198,45089048,Drama|Romance|Sci-Fi,Jeff Bridges,The Giver ,86251,260,English,25000000.0,2014,6.5,58000
Dennie Gordon,66,35990505,Comedy|Drama|Family|Romance,Colin Firth,What a Girl Wants ,48095,194,English,20000000.0,2003,5.8,0
Victor Salva,167,35143332,Horror,Nicki Aycox,Jeepers Creepers II ,45102,316,English,17000000.0,2003,5.6,0
Mark Helfrich,127,35000629,Comedy|Romance,Dane Cook,Good Luck Chuck ,74622,150,English,25000000.0,2007,5.6,0
Andrzej Bartkowiak,109,34604054,Action|Crime|Drama|Thriller,Jet Li,Cradle 2 the Grave ,34942,185,English,30000000.0,2003,5.8,1000
Stephen Daldry,174,41597830,Drama|Romance,Meryl Streep,The Hours ,102123,660,English,25000000.0,2002,7.6,0
Andy Fickman,91,33687630,Comedy|Romance,Channing Tatum,She's the Man ,116762,261,English,20000000.0,2006,6.4,0
Steve Bendelack,151,32553210,Comedy|Family,Lily Atkinson,Mr. Bean's Holiday ,88714,235,English,25000000.0,2007,6.3,0
Dwight H. Little,94,31526393,Action|Adventure|Horror|Thriller,Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid ,22243,144,English,25000000.0,2004,4.6,686
Guillaume Canet,91,41229,Crime|Drama|Thriller,Mila Kunis,Blood Ties ,14612,41,English,25500000.0,2013,6.5,0
Kirsten Sheridan,148,31655091,Drama|Music,Robin Williams,August Rush ,87331,364,English,30000000.0,2007,7.5,18000
Shekhar Kapur,141,30012990,Biography|Drama|History,Fanny Ardant,Elizabeth ,75973,409,English,25000000.0,1998,7.5,0
Ronny Yu,114,32368960,Comedy|Fantasy|Horror|Romance,Alexis Arquette,Bride of Chucky ,39768,292,English,25000000.0,1998,5.3,0
Richard Fleischer,79,14500000,Action|Drama|History|War,Joseph Cotten,Tora! Tora! Tora! ,25019,159,English,25000000.0,1970,7.5,0
Bob Spiers,33,29247405,Comedy|Family|Music,Jason Flemyng,Spice World ,28377,261,English,25000000.0,1997,3.3,0
David Gordon Green,146,30538669,Comedy,Ari Graynor,The Sitter ,60202,114,English,20000000.0,2011,5.7,0
Damien Dante Wayans,83,25615792,Action|Comedy|Music,Damon Wayans Jr.,Dance Flick ,10161,50,English,25000000.0,2009,3.5,657
Frank Darabont,199,28341469,Crime|Drama,Morgan Freeman,The Shawshank Redemption ,1689764,4144,English,25000000.0,1994,9.3,108000
Simon Wincer,71,25590119,Adventure|Comedy|Crime,Jere Burns,Crocodile Dundee in Los Angeles ,19699,119,English,21150000.0,2001,4.8,387
Bobby Farrelly,62,24944213,Comedy|Sport,Bill Murray,Kingpin ,63459,185,English,27000000.0,1996,6.9,3000
Rupert Wyatt,175,33631221,Crime|Drama|Thriller,George Kennedy,The Gambler ,48559,145,English,25000000.0,2014,6.0,0
John Wells,322,37738400,Drama,Benedict Cumberbatch,August: Osage County ,67797,285,English,25000000.0,2013,7.3,30000
Tim Fywell,67,24381334,Comedy|Drama|Family|Sport,Connie Ray,Ice Princess ,19737,81,English,20000000.0,2005,6.0,901
Nigel Cole,112,21835784,Comedy|Drama|Romance,Aimee Garcia,A Lot Like Love ,58297,161,English,30000000.0,2005,6.6,0
Dexter Fletcher,216,15785632,Biography|Comedy|Drama|Sport,Hugh Jackman,Eddie the Eagle ,32507,119,English,23000000.0,2016,7.5,15000
Spike Lee,48,21554585,Drama|Sport,Denzel Washington,He Got Game ,36108,109,English,25000000.0,1998,6.9,0
Jeremy Leven,44,22200000,Comedy|Drama|Romance,Johnny Depp,Don Juan DeMarco ,41310,117,English,25000000.0,1994,6.8,0
unknown,12,25517500,Animation|Comedy|Family,Justin Fletcher,Shaun the Sheep             ,7968,12,English,20000000.0,2009,8.3,834
Lasse Hallström,162,80014842,Drama|Romance|War,Channing Tatum,Dear John ,104356,186,English,25000000.0,2010,6.3,14000
Sylvain White,213,23527955,Action|Crime|Drama|Mystery|Thriller,Chris Evans,The Losers ,74691,165,English,25000000.0,2010,6.4,0
Troy Nixey,298,24042490,Fantasy|Horror|Thriller,Bailee Madison,Don't Be Afraid of the Dark ,40776,250,English,25000000.0,2010,5.6,10000
Philip G. Atwell,119,22466994,Action|Crime|Thriller,Jason Statham,War ,72673,166,English,25000000.0,2007,6.3,0
Paul Thomas Anderson,251,17791031,Comedy|Drama|Romance|Thriller,Adam Sandler,Punch-Drunk Love ,109855,888,English,25000000.0,2002,7.3,0
Jeff Schaffer,92,17718223,Comedy,Matt Damon,EuroTrip ,162067,316,English,25000000.0,2004,6.6,0
Don Michael Paul,58,15361537,Action|Crime|Thriller,Claudia Christian,Half Past Dead ,12263,132,English,13000000.0,2002,4.6,564
Paul Feig,73,16647384,Adventure|Comedy|Family|Romance,Tyler James Williams,Unaccompanied Minors ,8398,56,English,26000000.0,2006,5.1,498
James Bridges,28,16118077,Drama,Dianne Wiest,"Bright Lights, Big City ",5817,37,English,25000000.0,1988,5.6,377
Steve Barron,19,15091542,Adventure|Family|Fantasy|Musical,Martin Landau,The Adventures of Pinocchio ,4086,22,Italian,25000000.0,1996,5.3,246
Bill Paxton,86,15331289,Drama|History|Sport,Stephen Dillane,The Greatest Game Ever Played ,22289,106,English,20000000.0,2005,7.5,0
Richard Kelly,287,15045676,Drama|Fantasy|Mystery|Thriller,Frank Langella,The Box ,76303,376,English,16000000.0,2009,5.6,0
Carter Smith,233,17427926,Horror,Laura Ramsey,The Ruins ,60062,351,English,8000000.0,2008,5.9,0
John Schlesinger,86,14983572,Comedy|Drama|Romance,Mark Valley,The Next Best Thing ,9361,162,English,25000000.0,2000,4.7,378
Wes Craven,160,14637490,Horror|Mystery|Thriller,Frank Grillo,My Soul to Take ,16411,136,English,25000000.0,2010,4.8,0
Luke Greenfield,126,14589444,Comedy|Drama|Romance,Chris Marquette,The Girl Next Door ,171151,513,English,25000000.0,2004,6.8,0
Ringo Lam,50,14095303,Action|Crime|Mystery|Romance|Thriller,Natasha Henstridge,Maximum Risk ,15814,68,English,25000000.0,1996,5.4,503
Bruce McCulloch,52,13973532,Comedy|Crime,Martin Starr,Stealing Harvard ,11211,92,English,25000000.0,2002,5.1,215
Brian Helgeland,260,1865774,Biography|Crime|Drama|History|Thriller,Tom Hardy,Legend ,87682,174,English,30000000.0,2015,7.0,43000
Akiva Schaffer,111,13920741,Comedy,Sissy Spacek,Hot Rod ,59900,149,English,20000000.0,2007,6.7,0
David R. Ellis,231,18860403,Horror|Thriller,Chris Zylka,Shark Night 3D ,20823,130,English,25000000.0,2011,4.0,0
Alan Parker,99,13038660,Drama,Emily Watson,Angela's Ashes ,16995,163,English,25000000.0,1999,7.3,0
Ivan Reitman,159,28831145,Drama|Sport,Jennifer Garner,Draft Day ,39357,113,English,25000000.0,2014,6.8,14000
Tobe Hooper,159,25517500,Action|Horror|Sci-Fi|Thriller,Frank Finlay,Lifeforce ,15531,189,English,25000000.0,1985,6.1,0
unknown,7,25517500,Action|Animation|Comedy|Family|Fantasy|Sci-Fi,Elizabeth Daily,The Powerpuff Girls             ,23664,60,English,20000000.0,2009,7.2,581
Robert Redford,199,11538204,Crime|Drama|History,Robin Wright,The Conspirator ,23696,135,English,25000000.0,2010,7.0,0
Catherine Hardwicke,119,11008432,Biography|Drama|Sport,Heath Ledger,Lords of Dogtown ,43903,194,English,25000000.0,2005,7.1,5000
Patricia Riggen,120,12188642,Biography|Drama|History,Marco Treviño,The 33 ,21098,56,English,26000000.0,2015,6.9,0
John Carpenter,180,11100000,Action|Adventure|Comedy|Fantasy,Victor Wong,Big Trouble in Little China ,92464,331,English,25000000.0,1986,7.3,19000
Pascal Chaumeil,58,25517500,Comedy|Romance,Dany Boon,A Perfect Plan ,5525,11,French,17000000.0,2012,6.3,853
Gavin O'Connor,317,13651662,Drama|Sport,Tom Hardy,Warrior ,332276,514,English,25000000.0,2011,8.2,77000
Neil Jordan,44,11030963,Biography|Drama|Thriller|War,Alan Rickman,Michael Collins ,24145,93,English,28000000.0,1996,7.1,0
Ron Maxwell,22,10769960,Drama|History|War,Tom Berenger,Gettysburg ,21940,256,English,25000000.0,1993,7.7,0
Kimberly Peirce,143,10911750,Drama|War,Joseph Gordon-Levitt,Stop-Loss ,17757,99,English,25000000.0,2008,6.5,982
Stephen Gaghan,72,10719367,Drama|Music|Mystery|Romance|Thriller,Charlie Hunnam,Abandon ,7909,157,English,25000000.0,2002,4.9,261
Jonathan Kaplan,70,10114315,Drama|Mystery|Thriller,John Doe,Brokedown Palace ,18693,187,English,25000000.0,1999,6.4,0
Ole Bornedal,264,49122319,Horror|Thriller,Kyra Sedgwick,The Possession ,47169,162,English,14000000.0,2012,5.9,17000
Richard Benjamin,20,10070000,Comedy|Drama|Romance,Brendan Fraser,Mrs. Winterbourne ,5668,50,English,25000000.0,1996,6.2,491
Rod Lurie,190,10324441,Action|Drama|Thriller,Alexander Skarsgård,Straw Dogs ,27117,140,English,25000000.0,2011,5.8,7000
Lasse Hallström,142,7156933,Comedy|Drama,Hope Davis,The Hoax ,14581,74,English,25000000.0,2006,6.7,348
Craig R. Baxley,27,9286314,Action|Crime|Drama|Thriller,Brian Bosworth,Stone Cold ,4972,62,English,17000000.0,1991,5.9,0
John Hillcoat,355,56692,Adventure|Drama,Viggo Mortensen,The Road ,177401,504,English,25000000.0,2009,7.3,32000
John Guillermin,21,25517500,Adventure|Fantasy,Tanya Roberts,Sheena ,3334,52,English,25000000.0,1984,4.8,739
Marcos Siega,31,5654777,Action|Comedy|Crime|Drama|Thriller,Cheech Marin,Underclassman ,4875,26,English,25000000.0,2005,4.1,206
J.B. Rogers,87,5516708,Comedy|Romance,Eddie Cibrian,Say It Isn't So ,11375,91,English,25000000.0,2001,4.9,295
Roger Donaldson,126,5128124,Biography|Drama|Sport,Anthony Hopkins,The World's Fastest Indian ,44198,251,English,25000000.0,2005,7.9,11000
David R. Ellis,285,34014398,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,Snakes on a Plane ,115650,1033,English,33000000.0,2006,5.6,4000
Rachel Talalay,60,4064333,Action|Comedy|Sci-Fi,Naomi Watts,Tank Girl ,24790,173,English,25000000.0,1995,5.2,0
Jeffrey W. Byrd,23,4006906,Comedy|Crime,Donald Faison,King's Ransom ,3229,20,English,15000000.0,2005,4.1,83
Fernando Meirelles,229,3073392,Drama|Mystery|Sci-Fi|Thriller,Don McKellar,Blindness ,59462,300,English,25000000.0,2008,6.6,0
Uwe Boll,143,1550000,Action|Adventure|Fantasy|Horror,Meat Loaf,BloodRayne ,30628,471,English,25000000.0,2005,2.9,937
Roman Polanski,376,25517500,Comedy|Drama,Kate Winslet,Carnage ,96480,181,English,25000000.0,2011,7.2,21000
Atom Egoyan,97,871527,Crime|Drama|Mystery|Thriller,Colin Firth,Where the Truth Lies ,14982,128,English,25000000.0,2005,6.5,507
Andrew Adamson,73,12495865,Fantasy,Dallas Barnett,Cirque du Soleil: Worlds Away ,7100,35,English,20000000.0,2012,6.8,0
Robert Towne,28,777423,Biography|Drama|Sport,Billy Burke,Without Limits ,5841,57,English,25000000.0,1998,7.2,942
Richard Linklater,160,1186957,Drama,Zoe Kazan,Me and Orson Welles ,9264,69,English,25000000.0,2008,6.8,0
Giuseppe Tornatore,124,85433,Crime|Drama|Mystery|Romance,Jim Sturgess,The Best Offer ,69676,131,English,13500000.0,2013,7.8,31000
Werner Herzog,280,1697956,Crime|Drama,Nicolas Cage,Bad Lieutenant: Port of Call New Orleans ,64944,212,English,20000000.0,2009,6.7,6000
