,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3495,2014.0,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58
3496,2013.0,Sports,Activision,0.52,0.02,0.0,0.04,0.58
3497,2003.0,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04,0.58
3498,2014.0,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58
3499,2003.0,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58
3500,2012.0,Platform,Sony Computer Entertainment,0.0,0.53,0.0,0.04,0.58
3501,,Sports,Unknown,0.53,0.02,0.0,0.03,0.58
3502,2013.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.58
3503,2012.0,Action,Take-Two Interactive,0.08,0.37,0.0,0.12,0.57
3504,2017.0,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.57
3505,1998.0,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
3506,2011.0,Shooter,Midway Games,0.29,0.23,0.0,0.06,0.57
3507,2011.0,Platform,Activision,0.49,0.04,0.0,0.04,0.57
3508,2009.0,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.57
3509,2009.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57
3510,2012.0,Puzzle,Electronic Arts,0.28,0.22,0.0,0.07,0.57
3511,2006.0,Sports,Activision,0.41,0.15,0.0,0.01,0.57
3512,2013.0,Action,THQ,0.23,0.28,0.0,0.06,0.57
3513,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
3514,2015.0,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.57
3515,2012.0,Action,Sega,0.27,0.24,0.0,0.06,0.57
3516,2004.0,Strategy,Namco Bandai Games,0.0,0.0,0.54,0.04,0.57
3517,2008.0,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57
3518,2014.0,Action,Namco Bandai Games,0.24,0.24,0.01,0.09,0.57
3519,2012.0,Action,THQ,0.53,0.0,0.0,0.04,0.57
3520,1999.0,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
3521,2012.0,Action,Koch Media,0.22,0.02,0.0,0.33,0.57
3522,2011.0,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.57
3523,2015.0,Shooter,THQ,0.25,0.27,0.0,0.06,0.57
3524,2009.0,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57
3525,2011.0,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
3526,2014.0,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57
3527,2012.0,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.57
3528,2008.0,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57
3529,2017.0,Shooter,Trion Worlds,0.38,0.15,0.0,0.04,0.57
3530,2010.0,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.57
3531,2013.0,Role-Playing,SouthPeak Games,0.36,0.12,0.03,0.07,0.57
3532,1990.0,Action,Nintendo,0.0,0.0,0.57,0.0,0.57
3533,2001.0,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.57
3534,2013.0,Sports,Majesco Entertainment,0.52,0.01,0.0,0.04,0.57
3535,2015.0,Action,Konami Digital Entertainment,0.1,0.12,0.29,0.07,0.57
3536,2014.0,Misc,505 Games,0.27,0.25,0.0,0.05,0.57
3537,2005.0,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57
3538,2009.0,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57
3539,2015.0,Action,Activision,0.32,0.2,0.0,0.05,0.57
3540,2012.0,Platform,Take-Two Interactive,0.5,0.03,0.0,0.04,0.57
3541,2006.0,Misc,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.57
3542,2010.0,Sports,Electronic Arts,0.47,0.02,0.0,0.08,0.57
3543,2006.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57
3544,1996.0,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57
3545,2007.0,Platform,THQ,0.45,0.1,0.0,0.02,0.57
3546,2016.0,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57
3547,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
3548,2011.0,Adventure,THQ,0.29,0.22,0.0,0.06,0.57
3549,2006.0,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57
3550,2008.0,Action,Capcom,0.19,0.15,0.17,0.05,0.57
3551,2004.0,Action,THQ,0.31,0.21,0.0,0.04,0.57
3552,2007.0,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.57
3553,2017.0,Sports,Electronic Arts,0.28,0.19,0.0,0.09,0.57
3554,2013.0,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0.0,0.05,0.57
3555,2012.0,Adventure,Disney Interactive Studios,0.19,0.31,0.0,0.06,0.57
3556,2012.0,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.57
3557,2013.0,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57
3558,2019.0,Action,Warner Bros. Interactive Entertainment,0.24,0.28,0.0,0.05,0.56
3559,2004.0,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56
3560,2007.0,Action,Activision,0.44,0.11,0.0,0.02,0.56
3561,2011.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
3562,2011.0,Platform,Nintendo,0.26,0.04,0.24,0.03,0.56
3563,2007.0,Action,Universal Interactive,0.4,0.15,0.0,0.01,0.56
3564,2008.0,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56
3565,2010.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56
3566,2007.0,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56
3567,2005.0,Sports,Midway Games,0.28,0.22,0.0,0.07,0.56
3568,2008.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56
3569,2007.0,Simulation,Electronic Arts,0.4,0.14,0.0,0.02,0.56
3570,2011.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56
3571,2005.0,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56
3572,2010.0,Misc,Electronic Arts,0.28,0.21,0.0,0.07,0.56
3573,2010.0,Sports,Activision,0.41,0.08,0.0,0.07,0.56
3574,2008.0,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56
3575,2008.0,Sports,Activision,0.28,0.21,0.0,0.07,0.56
3576,2011.0,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56
3577,2005.0,Fighting,Electronic Arts,0.28,0.21,0.0,0.07,0.56
3578,2003.0,Action,3DO,0.31,0.21,0.0,0.04,0.56
3579,2015.0,Action,Disney Interactive Studios,0.32,0.19,0.0,0.05,0.56
3580,2011.0,Simulation,Ubisoft,0.28,0.21,0.0,0.07,0.56
3581,2009.0,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56
3582,2013.0,Shooter,Activision,0.28,0.22,0.0,0.06,0.56
3583,2005.0,Sports,Acclaim Entertainment,0.27,0.21,0.0,0.07,0.56
3584,2006.0,Sports,Infogrames,0.4,0.15,0.0,0.01,0.56
3585,2009.0,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56
3586,2004.0,Racing,Electronic Arts,0.31,0.21,0.0,0.04,0.56
3587,2014.0,Sports,Activision,0.41,0.11,0.0,0.04,0.56
3588,2011.0,Sports,Activision,0.49,0.02,0.0,0.04,0.56
3589,2007.0,Fighting,THQ,0.43,0.11,0.0,0.02,0.56
3590,2003.0,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
3591,1997.0,Platform,Laguna,0.09,0.02,0.45,0.0,0.56
3592,2011.0,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56
3593,2019.0,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56
3594,2007.0,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56
3595,2015.0,Misc,THQ,0.44,0.08,0.0,0.04,0.56
3596,2015.0,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56
3597,2012.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
3598,2013.0,Misc,Microsoft Game Studios,0.15,0.35,0.0,0.07,0.56
3599,2005.0,Role-Playing,Nintendo,0.0,0.0,0.56,0.0,0.56
3600,2009.0,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56
3601,2012.0,Simulation,THQ,0.27,0.23,0.0,0.06,0.56
3602,2007.0,Misc,Vivendi Games,0.27,0.21,0.0,0.07,0.56
3603,2006.0,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56
3604,2007.0,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56
3605,2006.0,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56
3606,2012.0,Action,Activision,0.32,0.18,0.0,0.05,0.56
3607,2009.0,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56
3608,2007.0,Sports,Sega,0.27,0.21,0.0,0.07,0.56
3609,1998.0,Fighting,Takara,0.0,0.0,0.56,0.0,0.56
3610,2010.0,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.56
3611,2009.0,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56
3612,2012.0,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56
3613,2018.0,Sports,Take-Two Interactive,0.28,0.23,0.0,0.04,0.56
3614,2012.0,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56
3615,2017.0,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.56
3616,2013.0,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56
3617,2014.0,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56
3618,2005.0,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.56
3619,2010.0,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56
3620,2014.0,Racing,Activision,0.5,0.02,0.0,0.03,0.56
3621,2010.0,Sports,Activision,0.51,0.0,0.0,0.04,0.56
3622,2005.0,Racing,THQ,0.27,0.21,0.0,0.07,0.56
3623,2011.0,Simulation,THQ,0.18,0.36,0.0,0.02,0.56
3624,2010.0,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56
3625,2015.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56
3626,2015.0,Racing,THQ,0.37,0.14,0.0,0.05,0.56
3627,2002.0,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55
3628,2019.0,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.55
3629,2003.0,Sports,Midway Games,0.31,0.21,0.0,0.04,0.55
3630,2014.0,Simulation,Activision,0.41,0.11,0.0,0.04,0.55
3631,2018.0,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.55
3632,2005.0,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55
3633,2009.0,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55
3634,2017.0,Platform,Sony Computer Entertainment Europe,0.35,0.13,0.0,0.08,0.55
3635,2010.0,Action,Electronic Arts,0.42,0.11,0.0,0.02,0.55
3636,1998.0,Racing,Sega,0.0,0.0,0.55,0.0,0.55
3637,2014.0,Action,Electronic Arts,0.22,0.28,0.0,0.05,0.55
3638,2016.0,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55
3639,2006.0,Fighting,THQ,0.4,0.13,0.0,0.02,0.55
3640,2000.0,Role-Playing,Banpresto,0.0,0.0,0.52,0.04,0.55
3641,2009.0,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55
3642,2013.0,Fighting,THQ,0.3,0.17,0.0,0.07,0.55
3643,1986.0,Sports,Activision,0.52,0.03,0.0,0.01,0.55
3644,2005.0,Shooter,D3Publisher,0.31,0.21,0.0,0.04,0.55
3645,2013.0,Misc,Destineer,0.52,0.0,0.0,0.04,0.55
3646,2003.0,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55
3647,2000.0,Adventure,Sega,0.0,0.0,0.55,0.0,0.55
3648,2020.0,Action,Level 5,0.0,0.0,0.55,0.0,0.55
3649,2005.0,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55
3650,2005.0,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55
3651,2016.0,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55
3652,2014.0,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55
3653,2011.0,Action,Ubisoft,0.47,0.04,0.0,0.04,0.55
3654,2011.0,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55
3655,2012.0,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55
3656,2018.0,Action,Ubisoft,0.17,0.33,0.0,0.05,0.55
3657,2008.0,Sports,Enterbrain,0.0,0.0,0.55,0.0,0.55
3658,2011.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55
3659,2012.0,Sports,Activision,0.51,0.0,0.0,0.04,0.55
3660,2012.0,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55
3661,2006.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55
3662,2006.0,Platform,Capcom,0.22,0.08,0.24,0.01,0.55
3663,2004.0,Fighting,3DO,0.31,0.21,0.0,0.04,0.55
3664,2018.0,Action,Activision,0.2,0.25,0.02,0.09,0.55
3665,2000.0,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.55
3666,2003.0,Strategy,Namco Bandai Games,0.0,0.0,0.51,0.04,0.55
3667,2001.0,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55
3668,2008.0,Platform,Activision,0.4,0.13,0.0,0.02,0.55
3669,2006.0,Sports,Sega,0.0,0.0,0.55,0.0,0.55
3670,2014.0,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55
3671,2005.0,Action,THQ,0.39,0.15,0.0,0.01,0.55
3672,2002.0,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55
3673,2014.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.55
3674,2016.0,Role-Playing,Xseed Games,0.31,0.0,0.21,0.03,0.55
3675,2012.0,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55
3676,2007.0,Platform,THQ,0.39,0.15,0.0,0.01,0.55
3677,2014.0,Action,Tecmo Koei,0.11,0.05,0.36,0.02,0.55
3678,1999.0,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
3679,2006.0,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55
3680,2009.0,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55
3681,2014.0,Shooter,THQ,0.22,0.24,0.03,0.05,0.55
3682,2012.0,Misc,THQ,0.51,0.0,0.0,0.04,0.55
3683,2007.0,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55
3684,2000.0,Misc,Microprose,0.3,0.21,0.0,0.04,0.55
3685,2008.0,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55
3686,2010.0,Fighting,Atari,0.26,0.08,0.13,0.07,0.55
3687,2018.0,Action,Warner Bros. Interactive Entertainment,0.12,0.32,0.0,0.1,0.54
3688,2012.0,Action,Sega,0.36,0.0,0.0,0.19,0.54
3689,2012.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48,0.54
3690,2011.0,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54
3691,2013.0,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54
3692,2008.0,Platform,THQ,0.4,0.12,0.0,0.02,0.54
3693,2010.0,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54
3694,2004.0,Sports,SquareSoft,0.0,0.0,0.54,0.0,0.54
3695,2003.0,Role-Playing,Imagineer,0.0,0.0,0.54,0.0,0.54
3696,2010.0,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54
3697,2013.0,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54
3698,2012.0,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54
3699,2007.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54
3700,2014.0,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54
3701,2009.0,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54
3702,2015.0,Role-Playing,Unknown,0.4,0.08,0.03,0.04,0.54
3703,2016.0,Racing,Sega,0.08,0.33,0.01,0.11,0.54
3704,2015.0,Misc,Ubisoft,0.25,0.2,0.0,0.08,0.54
3705,2007.0,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
3706,2007.0,Platform,THQ,0.39,0.14,0.0,0.01,0.54
3707,2019.0,Action,Warner Bros. Interactive Entertainment,0.15,0.3,0.0,0.09,0.54
3708,2012.0,Role-Playing,Nintendo,0.0,0.14,0.38,0.02,0.54
3709,2014.0,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54
3710,2019.0,Adventure,Mojang,0.29,0.21,0.0,0.05,0.54
3711,2019.0,Action,Capcom,0.13,0.24,0.1,0.07,0.54
3712,2011.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54
3713,2008.0,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54
3714,2014.0,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.54
3715,,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.54
3716,1986.0,Action,CPG Products,0.5,0.03,0.0,0.01,0.54
3717,2003.0,Action,Midway Games,0.43,0.1,0.0,0.01,0.54
3718,2002.0,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54
3719,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54
3720,2015.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54
3721,2017.0,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54
3722,2002.0,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54
3723,2009.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
3724,2006.0,Role-Playing,Enix Corporation,0.0,0.0,0.54,0.0,0.54
3725,2012.0,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54
3726,2003.0,Misc,Aruze Corp,0.0,0.0,0.5,0.04,0.54
3727,2017.0,Sports,Electronic Arts,0.4,0.1,0.0,0.04,0.54
3728,2014.0,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54
3729,2018.0,Action,Warner Bros. Interactive Entertainment,0.28,0.21,0.0,0.05,0.54
3730,2016.0,Sports,Electronic Arts,0.51,0.0,0.0,0.03,0.54
3731,2012.0,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54
3732,2013.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54
3733,2015.0,Racing,Disney Interactive Studios,0.22,0.23,0.0,0.09,0.54
3734,2008.0,Misc,THQ,0.39,0.14,0.0,0.01,0.54
3735,2014.0,Action,Activision,0.32,0.17,0.0,0.05,0.54
3736,2005.0,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54
3737,2013.0,Fighting,THQ,0.35,0.14,0.0,0.05,0.54
3738,2008.0,Shooter,Activision,0.46,0.06,0.0,0.02,0.54
3739,2012.0,Puzzle,Empire Interactive,0.42,0.08,0.0,0.04,0.54
3740,2010.0,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54
3741,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54
3742,2007.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54
3743,2015.0,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54
3744,2010.0,Platform,Activision,0.45,0.02,0.0,0.07,0.54
3745,2005.0,Sports,Activision,0.3,0.2,0.0,0.04,0.54
3746,2020.0,Action,Warner Bros. Interactive Entertainment,0.14,0.32,0.0,0.08,0.54
3747,2016.0,Action,Disney Interactive Studios,0.32,0.17,0.0,0.04,0.54
3748,1986.0,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54
3749,2012.0,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.54
3750,2007.0,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54
3751,2007.0,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54
3752,2012.0,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54
3753,,Sports,Electronic Arts,0.41,0.11,0.0,0.01,0.54
3754,2009.0,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54
3755,2019.0,Shooter,Electronic Arts,0.13,0.37,0.0,0.04,0.54
3756,2002.0,Adventure,Sega,0.0,0.0,0.53,0.0,0.53
3757,2013.0,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53
3758,2005.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53
3759,2000.0,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53
3760,2009.0,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53
3761,2012.0,Action,THQ,0.49,0.0,0.0,0.04,0.53
3762,2008.0,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53
3763,2017.0,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53
3764,2014.0,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53
3765,2007.0,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53
3766,2008.0,Misc,,0.38,0.14,0.0,0.01,0.53
3767,2008.0,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53
3768,2004.0,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53
3769,2008.0,Shooter,SCi,0.26,0.2,0.0,0.07,0.53
3770,2008.0,Misc,Sega,0.4,0.11,0.0,0.02,0.53
3771,2010.0,Role-Playing,Sega,0.18,0.0,0.33,0.02,0.53
3772,2013.0,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53
3773,2007.0,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53
3774,2003.0,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53
3775,2012.0,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53
3776,2008.0,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53
3777,2000.0,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53
3778,2019.0,Action,Warner Bros. Interactive Entertainment,0.28,0.19,0.02,0.04,0.53
3779,2015.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.1,0.0,0.04,0.53
3780,1997.0,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53
3781,1998.0,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
3782,1997.0,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
3783,2009.0,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53
3784,2014.0,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12,0.53
3785,2019.0,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53
3786,2009.0,Racing,Electronic Arts,0.32,0.19,0.0,0.01,0.53
3787,2015.0,Sports,Electronic Arts,0.12,0.26,0.02,0.14,0.53
3788,2009.0,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53
3789,2015.0,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53
3790,2008.0,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53
3791,2006.0,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53
3792,2009.0,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53
3793,2016.0,Racing,Sega,0.2,0.27,0.02,0.05,0.53
3794,2004.0,Action,Activision,0.43,0.09,0.0,0.01,0.53
3795,2012.0,Simulation,505 Games,0.48,0.0,0.0,0.04,0.53
3796,2011.0,Shooter,Ubisoft,0.35,0.1,0.0,0.08,0.53
3797,2008.0,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53
3798,2014.0,Adventure,Disney Interactive Studios,0.27,0.21,0.0,0.05,0.53
3799,2014.0,Simulation,Electronic Arts,0.5,0.0,0.0,0.03,0.53
3800,2001.0,Strategy,SquareSoft,0.0,0.0,0.49,0.03,0.53
3801,2015.0,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
3802,2013.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53
3803,2014.0,Sports,Electronic Arts,0.28,0.2,0.0,0.05,0.53
3804,2011.0,Racing,THQ,0.17,0.26,0.0,0.1,0.53
3805,2011.0,Misc,Mindscape,0.48,0.0,0.0,0.04,0.53
3806,2013.0,Racing,Codemasters,0.08,0.29,0.0,0.16,0.53
3807,2005.0,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53
3808,2006.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53
3809,2009.0,Racing,THQ,0.26,0.2,0.0,0.07,0.53
3810,2009.0,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53
3811,2017.0,Action,Warner Bros. Interactive Entertainment,0.2,0.2,0.0,0.13,0.53
3812,1998.0,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53
3813,2012.0,Action,Take-Two Interactive,0.48,0.01,0.0,0.04,0.53
3814,2017.0,Shooter,Activision,0.28,0.17,0.0,0.08,0.53
3815,2013.0,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53
3816,2018.0,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53
3817,2011.0,Action,Konami Digital Entertainment,0.22,0.16,0.04,0.1,0.53
3818,2003.0,Racing,Electronic Arts,0.49,0.03,0.0,0.0,0.53
3819,2000.0,Sports,Nintendo,0.49,0.03,0.0,0.0,0.53
3820,2004.0,Misc,Aruze Corp,0.0,0.0,0.49,0.03,0.53
3821,2007.0,Shooter,Activision,0.26,0.2,0.0,0.07,0.53
3822,2009.0,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52
3823,2003.0,Simulation,Sega,0.0,0.0,0.52,0.0,0.52
3824,2012.0,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0.0,0.04,0.52
3825,2003.0,Adventure,Konami Digital Entertainment,0.29,0.2,0.0,0.03,0.52
3826,2010.0,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52
3827,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.52,0.0,0.52
3828,2012.0,Role-Playing,Disney Interactive Studios,0.37,0.11,0.0,0.04,0.52
3829,2013.0,Misc,Ubisoft,0.09,0.37,0.0,0.07,0.52
3830,2013.0,Fighting,Nintendo,0.45,0.04,0.0,0.04,0.52
3831,2010.0,Fighting,Electronic Arts,0.46,0.02,0.0,0.05,0.52
3832,2011.0,Action,Sega,0.13,0.0,0.0,0.39,0.52
3833,2005.0,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52
3834,2011.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52
3835,2005.0,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52
3836,2013.0,Shooter,LucasArts,0.44,0.04,0.0,0.04,0.52
3837,2006.0,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52
3838,2009.0,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52
3839,2006.0,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52
3840,2012.0,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52
3841,2012.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52
